image_path,transcription,source,split
data/synthetic/images/synth_00943.png,Tab. Pantoprazole 40mg OD ac,synthetic,train
data/iam/iam_words/words\c06\c06-011\c06-011-02-05.png,of,iam,train
data/iam/iam_words/words\c04\c04-116\c04-116-01-00.png,writer,iam,train
data/iam/iam_words/words\c03\c03-081a\c03-081a-09-00.png,rare,iam,train
data/iam/iam_words/words\b04\b04-000\b04-000-06-03.png,score,iam,train
data/iam/iam_words/words\a01\a01-003u\a01-003u-01-04.png,majority,iam,train
data/iam/iam_words/words\b06\b06-049\b06-049-09-00.png,of,iam,train
data/iam/iam_words/words\e06\e06-026\e06-026-02-07.png,the,iam,train
data/iam/iam_words/words\c03\c03-000d\c03-000d-00-05.png,Shelagh,iam,train
data/iam/iam_words/words\a05\a05-029\a05-029-03-05.png,and,iam,train
data/iam/iam_words/words\e01\e01-113\e01-113-03-07.png,thumb,iam,train
data/iam/iam_words/words\d06\d06-111\d06-111-02-02.png,quietly,iam,train
data/iam/iam_words/words\c04\c04-056\c04-056-01-01.png,bolted,iam,train
data/iam/iam_words/words\d04\d04-071\d04-071-04-04.png,your,iam,train
data/iam/iam_words/words\e01\e01-032\e01-032-02-00.png,and,iam,train
data/iam/iam_words/words\b05\b05-058\b05-058-00-10.png,theodolite,iam,train
data/iam/iam_words/words\c04\c04-144\c04-144-05-07.png,was,iam,train
data/iam/iam_words/words\a02\a02-053\a02-053-06-03.png,said,iam,train
data/iam/iam_words/words\a04\a04-054\a04-054-00-00.png,That,iam,train
data/iam/iam_words/words\a01\a01-003x\a01-003x-06-03.png,of,iam,train
data/iam/iam_words/words\b05\b05-088\b05-088-06-06.png,will,iam,train
data/synthetic/images/synth_00658.png,Tab. Cetirizine 10mg OD HS,synthetic,train
data/iam/iam_words/words\a06\a06-124\a06-124-01-08.png,And,iam,train
data/iam/iam_words/words\a04\a04-035\a04-035-01-00.png,meeting,iam,train
data/synthetic/images/synth_00192.png,Tab. Azithromycin 500mg OD x 3d,synthetic,train
data/iam/iam_words/words\a06\a06-044\a06-044-05-09.png,Fell,iam,train
data/iam/iam_words/words\b04\b04-040\b04-040-03-07.png,understanding,iam,train
data/iam/iam_words/words\e01\e01-032\e01-032-06-03.png,else,iam,train
data/iam/iam_words/words\a01\a01-113u\a01-113u-04-03.png,it,iam,train
data/iam/iam_words/words\d06\d06-037\d06-037-06-07.png,under,iam,train
data/iam/iam_words/words\d05\d05-008\d05-008-04-05.png,Presbyterian,iam,train
data/iam/iam_words/words\a01\a01-014u\a01-014u-03-05.png,want,iam,train
data/iam/iam_words/words\c04\c04-150\c04-150-02-08.png,with,iam,train
data/iam/iam_words/words\c03\c03-000f\c03-000f-05-00.png,Miss,iam,train
data/iam/iam_words/words\a01\a01-091\a01-091-07-02.png,the,iam,train
data/iam/iam_words/words\a01\a01-003x\a01-003x-01-00.png,large,iam,train
data/iam/iam_words/words\d07\d07-102\d07-102-04-00.png,and,iam,train
data/iam/iam_words/words\d04\d04-016\d04-016-03-01.png,against,iam,train
data/iam/iam_words/words\a01\a01-122u\a01-122u-04-07.png,and,iam,train
data/iam/iam_words/words\a06\a06-095\a06-095-08-01.png,The,iam,train
data/iam/iam_words/words\b05\b05-083\b05-083-03-07.png,as,iam,train
data/iam/iam_words/words\a06\a06-039\a06-039-04-01.png,Andrei,iam,train
data/iam/iam_words/words\b04\b04-175\b04-175-03-06.png,thrift,iam,train
data/iam/iam_words/words\d06\d06-086\d06-086-09-01.png,done,iam,train
data/iam/iam_words/words\e02\e02-018\e02-018-02-06.png,care,iam,train
data/iam/iam_words/words\b01\b01-084\b01-084-07-02.png,set,iam,train
data/iam/iam_words/words\e07\e07-066\e07-066-03-01.png,as,iam,train
data/iam/iam_words/words\e04\e04-132\e04-132-03-01.png,panel,iam,train
data/iam/iam_words/words\c03\c03-081d\c03-081d-07-00.png,Dinsdale,iam,train
data/iam/iam_words/words\b04\b04-096\b04-096-04-00.png,to,iam,train
data/iam/iam_words/words\a06\a06-000\a06-000-05-07.png,proposed,iam,train
data/iam/iam_words/words\d06\d06-000\d06-000-04-02.png,them,iam,train
data/iam/iam_words/words\c03\c03-021e\c03-021e-03-05.png,to,iam,train
data/iam/iam_words/words\d04\d04-047\d04-047-00-05.png,your,iam,train
data/iam/iam_words/words\d06\d06-015\d06-015-01-06.png,many,iam,train
data/iam/iam_words/words\c03\c03-003e\c03-003e-01-03.png,terms,iam,train
data/iam/iam_words/words\e06\e06-041\e06-041-07-00.png,have,iam,train
data/synthetic/images/synth_00610.png,Tab. Amlodipine 5mg OD,synthetic,train
data/iam/iam_words/words\a02\a02-124\a02-124-04-01.png,area,iam,train
data/iam/iam_words/words\a05\a05-029\a05-029-00-04.png,hand,iam,train
data/iam/iam_words/words\a04\a04-050\a04-050-04-03.png,Labour,iam,train
data/iam/iam_words/words\b01\b01-122\b01-122-02-02.png,any,iam,train
data/iam/iam_words/words\a01\a01-077u\a01-077u-04-00.png,he,iam,train
data/iam/iam_words/words\a04\a04-096\a04-096-01-03.png,safety,iam,train
data/iam/iam_words/words\d06\d06-046\d06-046-06-03.png,energy,iam,train
data/synthetic/images/synth_00332.png,Tab. Losartan 50mg OD,synthetic,train
data/iam/iam_words/words\d04\d04-075\d04-075-06-00.png,only,iam,train
data/iam/iam_words/words\a01\a01-053\a01-053-02-02.png,the,iam,train
data/iam/iam_words/words\c06\c06-043\c06-043-09-00.png,drunk,iam,train
data/iam/iam_words/words\d06\d06-027\d06-027-02-04.png,we,iam,train
data/iam/iam_words/words\b04\b04-140\b04-140-01-04.png,as,iam,train
data/iam/iam_words/words\a02\a02-037\a02-037-08-01.png,anyone,iam,train
data/iam/iam_words/words\e06\e06-046\e06-046-04-01.png,of,iam,train
data/iam/iam_words/words\a01\a01-082u\a01-082u-02-04.png,He,iam,train
data/iam/iam_words/words\a06\a06-124\a06-124-01-10.png,will,iam,train
data/iam/iam_words/words\a02\a02-106\a02-106-09-03.png,but,iam,train
data/iam/iam_words/words\a02\a02-000\a02-000-03-01.png,this,iam,train
data/iam/iam_words/words\e04\e04-091\e04-091-02-04.png,the,iam,train
data/iam/iam_words/words\a04\a04-006\a04-006-08-04.png,special,iam,train
data/iam/iam_words/words\c02\c02-030\c02-030-02-00.png,suddenly,iam,train
data/iam/iam_words/words\b06\b06-075\b06-075-09-10.png,the,iam,train
data/iam/iam_words/words\d06\d06-046\d06-046-03-03.png,as,iam,train
data/iam/iam_words/words\a01\a01-082u\a01-082u-02-00.png,Presidential,iam,train
data/iam/iam_words/words\a02\a02-120\a02-120-05-01.png,was,iam,train
data/iam/iam_words/words\a06\a06-044\a06-044-04-00.png,would,iam,train
data/iam/iam_words/words\c03\c03-096d\c03-096d-07-07.png,queer,iam,train
data/iam/iam_words/words\e04\e04-068\e04-068-00-05.png,sketch,iam,train
data/iam/iam_words/words\b06\b06-036\b06-036-03-06.png,in,iam,train
data/iam/iam_words/words\b04\b04-107\b04-107-08-03.png,into,iam,train
data/iam/iam_words/words\a04\a04-089\a04-089-02-04.png,that,iam,train
data/iam/iam_words/words\b02\b02-035\b02-035-04-03.png,little,iam,train
data/iam/iam_words/words\b04\b04-089\b04-089-02-01.png,and,iam,train
data/iam/iam_words/words\b03\b03-087\b03-087-03-13.png,may,iam,train
data/iam/iam_words/words\b01\b01-118\b01-118-08-00.png,white,iam,train
data/iam/iam_words/words\c03\c03-094d\c03-094d-03-07.png,comi-,iam,train
data/iam/iam_words/words\a04\a04-010\a04-010-06-00.png,morning,iam,train
data/iam/iam_words/words\d04\d04-032\d04-032-08-07.png,on,iam,train
data/iam/iam_words/words\e04\e04-026\e04-026-00-03.png,back,iam,train
data/iam/iam_words/words\a06\a06-124\a06-124-05-04.png,with,iam,train
data/iam/iam_words/words\a01\a01-030\a01-030-04-05.png,decision,iam,train
data/iam/iam_words/words\c01\c01-009\c01-009-06-07.png,no,iam,train
data/iam/iam_words/words\a03\a03-027\a03-027-07-00.png,some,iam,train
data/synthetic/images/synth_00522.png,Tab. Cetirizine 10mg OD HS,synthetic,train
data/iam/iam_words/words\c03\c03-000c\c03-000c-05-02.png,advantages,iam,train
data/iam/iam_words/words\e01\e01-035\e01-035-01-03.png,as,iam,train
data/iam/iam_words/words\b01\b01-038\b01-038-03-09.png,the,iam,train
data/iam/iam_words/words\e01\e01-081\e01-081-03-06.png,line,iam,train
data/iam/iam_words/words\c04\c04-122\c04-122-05-01.png,the,iam,train
data/iam/iam_words/words\e06\e06-033\e06-033-04-06.png,at,iam,train
data/iam/iam_words/words\d07\d07-082\d07-082-00-06.png,two,iam,train
data/synthetic/images/synth_00445.png,Tab. Losartan 50mg OD,synthetic,train
data/iam/iam_words/words\c04\c04-144\c04-144-07-01.png,could,iam,train
data/iam/iam_words/words\e06\e06-006\e06-006-03-03.png,Both,iam,train
data/iam/iam_words/words\d04\d04-075\d04-075-05-00.png,the,iam,train
data/iam/iam_words/words\d06\d06-107\d06-107-06-01.png,have,iam,train
data/iam/iam_words/words\d06\d06-096\d06-096-03-01.png,lot,iam,train
data/iam/iam_words/words\e06\e06-021\e06-021-07-03.png,contranatant,iam,train
data/iam/iam_words/words\a02\a02-050\a02-050-01-05.png,travels,iam,train
data/iam/iam_words/words\b04\b04-096\b04-096-04-05.png,one,iam,train
data/iam/iam_words/words\c01\c01-066\c01-066-03-01.png,had,iam,train
data/synthetic/images/synth_00991.png,Tab. Diclofenac 50mg BD pc,synthetic,train
data/iam/iam_words/words\c03\c03-094b\c03-094b-08-03.png,lavish,iam,train
data/iam/iam_words/words\a04\a04-050\a04-050-03-05.png,they,iam,train
data/iam/iam_words/words\d01\d01-080\d01-080-05-04.png,the,iam,train
data/iam/iam_words/words\a04\a04-006\a04-006-00-07.png,still,iam,train
data/iam/iam_words/words\b06\b06-100\b06-100-01-02.png,few,iam,train
data/iam/iam_words/words\d06\d06-011\d06-011-08-02.png,there,iam,train
data/iam/iam_words/words\a05\a05-089\a05-089-00-00.png,The,iam,train
data/iam/iam_words/words\d01\d01-118\d01-118-03-02.png,or,iam,train
data/iam/iam_words/words\d04\d04-071\d04-071-05-01.png,days,iam,train
data/iam/iam_words/words\c06\c06-039\c06-039-04-05.png,shillelagh,iam,train
data/iam/iam_words/words\a04\a04-069\a04-069-02-03.png,of,iam,train
data/iam/iam_words/words\a01\a01-026u\a01-026u-02-03.png,secret,iam,train
data/iam/iam_words/words\d06\d06-003\d06-003-02-00.png,that,iam,train
data/iam/iam_words/words\b06\b06-000\b06-000-05-05.png,that,iam,train
data/iam/iam_words/words\a01\a01-102u\a01-102u-02-00.png,anybody,iam,train
data/iam/iam_words/words\b01\b01-049\b01-049-05-06.png,to,iam,train
data/iam/iam_words/words\a05\a05-058\a05-058-01-03.png,not,iam,train
data/iam/iam_words/words\b06\b06-023\b06-023-06-06.png,like,iam,train
data/iam/iam_words/words\b04\b04-202\b04-202-01-07.png,Cambridge,iam,train
data/iam/iam_words/words\b06\b06-071\b06-071-09-02.png,movement,iam,train
data/iam/iam_words/words\e01\e01-032\e01-032-08-08.png,well-loved,iam,train
data/iam/iam_words/words\c01\c01-009\c01-009-08-01.png,representative,iam,train
data/iam/iam_words/words\c03\c03-007e\c03-007e-06-03.png,churchyard,iam,train
data/iam/iam_words/words\b06\b06-064\b06-064-03-06.png,carried,iam,train
data/iam/iam_words/words\d04\d04-075\d04-075-05-10.png,read,iam,train
data/iam/iam_words/words\e04\e04-079\e04-079-01-00.png,transoms,iam,train
data/iam/iam_words/words\e01\e01-029\e01-029-03-03.png,individuality,iam,train
data/iam/iam_words/words\e04\e04-022\e04-022-00-05.png,of,iam,train
data/iam/iam_words/words\a06\a06-000\a06-000-01-02.png,speculators,iam,train
data/iam/iam_words/words\a01\a01-113\a01-113-06-05.png,that,iam,train
data/iam/iam_words/words\b06\b06-004\b06-004-01-02.png,the,iam,train
data/iam/iam_words/words\a02\a02-106\a02-106-03-05.png,Monday,iam,train
data/iam/iam_words/words\a01\a01-003u\a01-003u-00-05.png,Left-wing,iam,train
data/iam/iam_words/words\c06\c06-000\c06-000-01-01.png,tranquilly,iam,train
data/iam/iam_words/words\a01\a01-117u\a01-117u-09-03.png,drug,iam,train
data/iam/iam_words/words\e04\e04-124\e04-124-02-00.png,with,iam,train
data/iam/iam_words/words\a04\a04-039\a04-039-06-00.png,the,iam,train
data/iam/iam_words/words\a01\a01-132x\a01-132x-08-00.png,regular,iam,train
data/iam/iam_words/words\c04\c04-134\c04-134-04-03.png,house,iam,train
data/iam/iam_words/words\a04\a04-015\a04-015-02-06.png,discussions,iam,train
data/iam/iam_words/words\b01\b01-122\b01-122-01-03.png,nightmare,iam,train
data/iam/iam_words/words\c04\c04-008\c04-008-01-00.png,was,iam,train
data/iam/iam_words/words\a01\a01-038\a01-038-07-05.png,was,iam,train
data/iam/iam_words/words\e01\e01-055\e01-055-09-01.png,even,iam,train
data/iam/iam_words/words\a01\a01-117u\a01-117u-02-04.png,1950,iam,train
data/iam/iam_words/words\b06\b06-097\b06-097-04-06.png,more,iam,train
data/iam/iam_words/words\c03\c03-087e\c03-087e-02-00.png,generate,iam,train
data/synthetic/images/synth_00795.png,Cap. Omeprazole 20mg OD ac,synthetic,train
data/iam/iam_words/words\d06\d06-011\d06-011-07-03.png,As,iam,train
data/iam/iam_words/words\e04\e04-079\e04-079-00-00.png,Cut,iam,train
data/iam/iam_words/words\a06\a06-014\a06-014-08-01.png,the,iam,train
data/iam/iam_words/words\a03\a03-030\a03-030-05-06.png,next,iam,train
data/iam/iam_words/words\a06\a06-110\a06-110-05-01.png,that,iam,train
data/iam/iam_words/words\e01\e01-081\e01-081-00-07.png,the,iam,train
data/iam/iam_words/words\b06\b06-032\b06-032-03-00.png,by,iam,train
data/iam/iam_words/words\e02\e02-094\e02-094-01-06.png,will,iam,train
data/iam/iam_words/words\a02\a02-072\a02-072-06-03.png,at,iam,train
data/iam/iam_words/words\c03\c03-007d\c03-007d-02-07.png,The,iam,train
data/iam/iam_words/words\d06\d06-111\d06-111-05-04.png,for,iam,train
data/synthetic/images/synth_00516.png,Tab. Glimepiride 1mg OD ac,synthetic,train
data/iam/iam_words/words\c04\c04-156\c04-156-04-02.png,last,iam,train
data/iam/iam_words/words\a01\a01-038\a01-038-05-01.png,called,iam,train
data/iam/iam_words/words\c06\c06-031\c06-031-04-06.png,Newman,iam,train
data/iam/iam_words/words\b05\b05-038\b05-038-05-00.png,in,iam,train
data/iam/iam_words/words\c04\c04-075\c04-075-06-05.png,only,iam,train
data/synthetic/images/synth_00563.png,Tab. Losartan 50mg OD,synthetic,train
data/iam/iam_words/words\e04\e04-058\e04-058-00-00.png,If,iam,train
data/iam/iam_words/words\b04\b04-040\b04-040-00-05.png,why,iam,train
data/iam/iam_words/words\a06\a06-020\a06-020-03-00.png,for,iam,train
data/iam/iam_words/words\a03\a03-014\a03-014-07-03.png,considering,iam,train
data/iam/iam_words/words\c03\c03-096a\c03-096a-05-08.png,believe,iam,train
data/iam/iam_words/words\a05\a05-121\a05-121-08-06.png,to,iam,train
data/iam/iam_words/words\d04\d04-111\d04-111-05-06.png,Matzos,iam,train
data/iam/iam_words/words\a01\a01-053u\a01-053u-05-01.png,on,iam,train
data/iam/iam_words/words\b01\b01-094\b01-094-01-07.png,for,iam,train
data/iam/iam_words/words\a06\a06-000\a06-000-03-00.png,public,iam,train
data/iam/iam_words/words\c03\c03-094f\c03-094f-01-06.png,his,iam,train
data/iam/iam_words/words\d01\d01-019\d01-019-02-04.png,Gospel,iam,train
data/iam/iam_words/words\c03\c03-094c\c03-094c-04-05.png,always,iam,train
data/iam/iam_words/words\a03\a03-073\a03-073-04-00.png,have,iam,train
data/iam/iam_words/words\a05\a05-039\a05-039-10-05.png,Progressive,iam,train
data/iam/iam_words/words\c06\c06-128\c06-128-05-05.png,of,iam,train
data/iam/iam_words/words\b05\b05-067\b05-067-04-10.png,and,iam,train
data/iam/iam_words/words\c03\c03-000c\c03-000c-06-04.png,control,iam,train
data/iam/iam_words/words\c06\c06-005\c06-005-08-04.png,Connemara,iam,train
data/iam/iam_words/words\a01\a01-132x\a01-132x-03-06.png,claimed,iam,train
data/iam/iam_words/words\e04\e04-015\e04-015-03-03.png,is,iam,train
data/iam/iam_words/words\a04\a04-031\a04-031-00-05.png,in,iam,train
data/iam/iam_words/words\e01\e01-092\e01-092-01-04.png,which,iam,train
data/iam/iam_words/words\b05\b05-098\b05-098-05-04.png,well,iam,train
data/iam/iam_words/words\b01\b01-023\b01-023-00-11.png,to,iam,train
data/iam/iam_words/words\b05\b05-074\b05-074-06-04.png,on,iam,train
data/iam/iam_words/words\a01\a01-038\a01-038-01-06.png,talks,iam,train
data/iam/iam_words/words\c03\c03-016e\c03-016e-05-02.png,and,iam,train
data/iam/iam_words/words\c03\c03-084c\c03-084c-05-05.png,not,iam,train
data/iam/iam_words/words\d06\d06-072\d06-072-06-03.png,so,iam,train
data/iam/iam_words/words\a01\a01-063u\a01-063u-08-00.png,quickly,iam,train
data/iam/iam_words/words\c04\c04-150\c04-150-00-01.png,screamed,iam,train
data/iam/iam_words/words\a06\a06-128\a06-128-06-03.png,the,iam,train
data/iam/iam_words/words\b01\b01-113\b01-113-01-08.png,apartheid,iam,train
data/iam/iam_words/words\b01\b01-118\b01-118-03-08.png,good,iam,train
data/iam/iam_words/words\a06\a06-020\a06-020-00-10.png,the,iam,train
data/iam/iam_words/words\e04\e04-068\e04-068-03-07.png,the,iam,train
data/iam/iam_words/words\c03\c03-096f\c03-096f-00-07.png,arose,iam,train
data/iam/iam_words/words\b06\b06-042\b06-042-00-04.png,with,iam,train
data/iam/iam_words/words\c06\c06-039\c06-039-01-08.png,disorderly,iam,train
data/iam/iam_words/words\e02\e02-086\e02-086-00-03.png,the,iam,train
data/iam/iam_words/words\e06\e06-053\e06-053-02-03.png,the,iam,train
data/iam/iam_words/words\b04\b04-010\b04-010-00-07.png,else,iam,train
data/iam/iam_words/words\a04\a04-019\a04-019-03-10.png,the,iam,train
data/iam/iam_words/words\a06\a06-020\a06-020-01-10.png,said,iam,train
data/iam/iam_words/words\a01\a01-132u\a01-132u-06-06.png,foods,iam,train
data/iam/iam_words/words\d06\d06-008\d06-008-03-06.png,trouble,iam,train
data/iam/iam_words/words\d06\d06-091\d06-091-00-02.png,be,iam,train
data/iam/iam_words/words\d01\d01-060\d01-060-07-03.png,and,iam,train
data/iam/iam_words/words\a04\a04-035\a04-035-05-03.png,arrived,iam,train
data/iam/iam_words/words\b06\b06-090\b06-090-06-03.png,and,iam,train
data/iam/iam_words/words\a03\a03-043\a03-043-08-01.png,an,iam,train
data/iam/iam_words/words\b04\b04-034\b04-034-02-10.png,because,iam,train
data/iam/iam_words/words\b04\b04-096\b04-096-04-04.png,wrong,iam,train
data/iam/iam_words/words\a02\a02-093\a02-093-07-05.png,order,iam,train
data/iam/iam_words/words\e01\e01-022\e01-022-04-03.png,generation,iam,train
data/iam/iam_words/words\b06\b06-042\b06-042-07-00.png,which,iam,train
data/iam/iam_words/words\b03\b03-092\b03-092-03-00.png,Centigrade,iam,train
data/iam/iam_words/words\b02\b02-013\b02-013-09-00.png,Government,iam,train
data/iam/iam_words/words\b01\b01-084\b01-084-02-09.png,to,iam,train
data/iam/iam_words/words\a02\a02-032\a02-032-00-01.png,in,iam,train
data/iam/iam_words/words\a05\a05-062\a05-062-02-03.png,Avon,iam,train
data/iam/iam_words/words\e02\e02-094\e02-094-05-00.png,work,iam,train
data/iam/iam_words/words\c04\c04-165\c04-165-03-04.png,reporter,iam,train
data/iam/iam_words/words\a03\a03-089\a03-089-02-01.png,backbone,iam,train
data/iam/iam_words/words\c03\c03-094f\c03-094f-09-00.png,with,iam,train
data/iam/iam_words/words\d06\d06-056\d06-056-06-00.png,so,iam,train
data/iam/iam_words/words\d04\d04-111\d04-111-04-04.png,Pesach,iam,train
data/iam/iam_words/words\a02\a02-053\a02-053-04-04.png,Earl,iam,train
data/iam/iam_words/words\a05\a05-089\a05-089-07-01.png,on,iam,train
data/iam/iam_words/words\e04\e04-062\e04-062-00-00.png,This,iam,train
data/iam/iam_words/words\a01\a01-007x\a01-007x-03-03.png,but,iam,train
data/iam/iam_words/words\d01\d01-019\d01-019-00-14.png,the,iam,train
data/iam/iam_words/words\d04\d04-012\d04-012-07-04.png,the,iam,train
data/iam/iam_words/words\e06\e06-070\e06-070-01-08.png,fish,iam,train
data/iam/iam_words/words\b03\b03-098\b03-098-09-00.png,public,iam,train
data/iam/iam_words/words\d06\d06-000\d06-000-05-04.png,to,iam,train
data/iam/iam_words/words\d06\d06-008\d06-008-04-01.png,harvest,iam,train
